text,label,sport,tone,persona
"Bonjour,

Je vous écris car je dois renouveler la licence de mon fils pour la saison prochaine. Pouvez-vous me dire combien ça coûte et quels documents je dois fournir ? Je dois aussi savoir si c'est possible de payer en plusieurs fois parce que c'est un peu juste en ce moment.

Merci pour votre aide.

Cordialement,
Julie",inscription,football,informel et direct,un parent d'enfant licencié
"Bonjour,

Mon fils veut continuer la saison prochaine, faut-il qu'on refasse sa licence ? Et combien ça coûte exactement ? On peut la renouveler en ligne ou faut passer au club ?

Merci",inscription,basketball,informel et direct,un parent d'enfant licencié
"Bonjour,

Je vous écris en tant que représentant de la Fédération Française de Football pour finaliser l'inscription de votre club pour la saison 2024-2025. Nous avons bien reçu votre dossier initial, cependant il manque encore quelques éléments obligatoires pour la validation définitive.

Pourriez-vous nous transmettre les documents suivants : une copie à jour de votre numéro SIRET, l'attestation d'assurance responsabilité civile et les statuts modifiés de votre association. De plus, nous avons besoin de précisions concernant le nombre de licences jeunes que vous souhaitez pour cette année. Les tarifs restent identiques à 2023-2024, soit 85€ pour les adultes et 42€ pour les mineurs.

N'oubliez pas que la date limite de réception des dossiers est fixée au 30 septembre. Tout retard entraînerait des pénalités administrative.

Si vous avez besoin de clarifications sur les conditions d'adhésion, n'hésitez pas à me recontacter.

Cordialement,
Martine Dupuis
Délégué Régional à l'Affiliation",inscription,football,formel et poli,un représentant fédéral
"Bonjour,

Je vous écris pour, euh, savoir comment ça se passe pour l'inscription d'un de mes joueurs cette année. C'est la première fois qu'il vient nous rejoindre et je ne suis pas vraiment sûr de ce qu'il faut faire, vous comprenez...

Est-ce qu'il doit renouveler sa licence ou c'est une première inscription ? Et puis, combien ça coûte exactement ? Y a pas une réduction pour les jeunes ou... je sais pas trop.

Aussi, il me demandé quels documents il faut que je vous apporte. Un certificat médical, c'est obligatoire ? Et un justificatif de domicile, c'est vraiment nécessaire ?

Désolé de poser autant de questions, j'fais un peu du bénévolat alors je maitrise pas très bien comment ça marche. Si vous pouviez me renseigner, ça m'aiderait beaucoup.

Merci d'avance !

Cordialement,
Patrick Durand",inscription,rugby,hésitant et maladroit,un entraîneur bénévole
"Bonjour,

Je vous contacte parce que j'ai un jeune qui voudrait rejoindre le club, enfin je crois qu'il est intéressé. J'ai quelques questions sur comment ça marche pour l'inscription et aussi sur les tarifs des licences pour les moins de 16 ans. Est-ce qu'il faut un certificat médical ou un truc comme ça ? Et puis les documents, faut apporter quoi exactement ?

Merci de votre aide, j'suis pas très doué avec l'administratif.

Cordialement,
Christian",inscription,judo,hésitant et maladroit,un entraîneur bénévole
"Bonjour,

Je vous écris car je voudrais inscrire mon fils pour la saison prochaine. Il a 12 ans et il a fait un peu d'athlé l'année dernière avec vous, donc je suppose qu'il faut renouveler sa licence.

Du coup j'aurais quelques questions : est-ce que les tarifs restent les mêmes que l'année dernière ou ça a augmenté ? Et pour le renouvellement, est-ce qu'il faut que je reprenne tous les documents (certificat médical, autorisation parentale, etc.) ou y a que certains trucs à refaire ?

Aussi, j'aimerais savoir si vous faites toujours des créneaux le mercredi après-midi et le samedi matin, parce que ça arrange bien avec nos horaires. Et pour les dates de début des entraînements, c'est quand exactement ? Mon fils voudrait savoir aussi si y a des compétitions prévues rapidement, ça le motive pas mal.

Dernier truc : j'imagine que vous avez besoin d'une nouvelle photo d'identité pour la carte de membre ? Si oui, à quel format ?

Voilà, désolé pour le pavé, mais j'aime bien être sûr avant. Merci de me dire tout ça rapidement si possible, on aimerait finaliser l'inscription avant les vacances.

Cordialement,
Laurent Dumont",inscription,athlétisme,informel et direct,un parent d'enfant licencié
"Bonjour,

Je vous écris dans l'urgence car j'aimerais m'inscrire au club au plus vite. Je suis joueur de basketball depuis plusieurs années et je cherche actuellement un club pour cette saison. J'ai entendu parler de vous par des amis et ça m'intéresse vraiment de rejoindre votre équipe.

Je voudrais savoir rapidement quelles sont les démarches à faire pour m'inscrire ? Faut-il que je ramène des documents particuliers ? Je suis pas trop au courant des tarifs d'adhésion non plus. Est-ce qu'il y a différents niveaux de membership ou c'est un forfait global ?

Je dois vous avouer que j'ai pas beaucoup de temps devant moi car je veux commencer à m'entraîner avant la reprise officielle. Vous pensez que c'est possible de s'inscrire cette semaine encore ? Je peux venir au club directement si ça va plus vite, je me rends disponible n'importe quand.

Pouvez-vous me communiquer aussi le numéro de téléphone de quelqu'un ou un mail pour que je puisse avoir des infos directement ? Je préfère accélérer les choses. 

Merci beaucoup de votre aide, j'attends vos nouvelles au plus vite.

Cordialement,
Maxime Dubois",inscription,basketball,urgent,un joueur adulte
"Madame, Monsieur,

Je vous contacte en tant que responsable administratif de la mairie de Saint-Germain-des-Prés pour vous faire part de notre intérêt concernant les modalités d'inscription pour l'année 2024-2025 au sein de votre club de natation.

Nous aurions besoin d'informations précises sur les tarifs d'adhésion pratiqués, notamment pour les catégories jeunes et adultes. Pourriez-vous également nous transmettre la liste des documents obligatoires pour finaliser une inscription ainsi que les délais à respecter ?

Par ailleurs, j'aimerais savoir si votre club propose des tarifs préférentiels pour les inscriptions en groupe ou pour les résidents de notre commune. Nous envisageons de promouvoir vos activités auprès de nos administrés et il serait opportun de disposer d'informations complètes à ce sujet.

Je vous prie également de m'indiquer les horaires des créneaux disponibles, en particulier pour les enfants de 6 à 10 ans et les adolescents. Nous souhaiterions aussi connaitre la politique de votre club concernant les certificats médicaux et les conditions d'annulation d'adhésion en cours d'année.

Merci de votre aide précieuse. N'hésitez pas à me contacter si vous aviez besoin de précisions supplémentaires de notre côté.

Cordialement,
Catherine Mercier
Responsable Administrative
Mairie de Saint-Germain-des-Prés",inscription,natation,formel et poli,un responsable administratif municipal
"Bonjour,

Je vous écris pour, enfin, on aimerait savoir si c'est possible d'inscrire un jeune de 12 ans au club? On a pas trop compris quels documents faut qu'on fournisse exactement ni combien ça coûte.

Merci de nous éclairer là-dessus.

Cordialement,
Service des sports",inscription,basketball,hésitant et maladroit,un responsable administratif municipal
"Bonjour,

Je voudrais inscrire un de mes joueurs pour la saison. C'est pour la catégorie cadets. Pouvez-vous me dire combien ça coûte et ce qu'il faut comme papiers ?

Merci d'avance",inscription,tennis de table,informel et direct,un entraîneur bénévole
"Salut les mecs,

J'vous contacte parce que je suis intéressé pour rejoindre votre club cette saison. J'suis un ancien joueur de rugby, j'ai arrêté y a quelques années mais là je me sens motivé pour reprendre, et j'aime bien votre équipe donc j'aimerais bien m'inscrire.

Du coup j'aurais quelques questions : c'est quoi les tarifs d'adhésion pour un adulte ? Et est-ce qu'il faut avoir une licence fédérale ou c'est vous qui la prenez en charge ? Parce que j'en sais pas trop sur les démarches administratives honnêtement.

J'aurais aussi voulu savoir si vous faites des entraînements d'acclimatation pour les nouveaux ou si je peux venir directement aux séances normales. J'suis pas au top physiquement en ce moment donc voilà, je voulais vérifier qu'il y a pas de sélection trop stricte pour les débutants.

Ah et dernière chose, vous avez besoin de quels documents pour l'inscription ? Un certificat médical j'imagine ? Un justificatif de domicile ? Dites-moi tout ce qu'il faut et j'prépare tout ça rapidement.

Merci pour votre réponse, j'ai vraiment envie de me relancer là dedans !

À bientôt,",inscription,rugby,informel et direct,un joueur adulte
"Bonjour,

Je vous écris parce que j'ai un joueur qui souhaite rejoindre le club pour la saison prochaine. C'est un jeune très motivé et je pense qu'il pourrait être intéressant pour l'équipe. Voilà, je ne suis pas sûr comment ça fonctionne exactement pour les inscriptions, enfin je veux dire les procédures quoi.

Est-ce qu'il doit apporter son certificat médical dès la première séance ou avant ? Et puis question bête peut-être mais il faut qu'il refasse une licence même s'il en avait une l'année dernière dans un autre club ? Je voudrais aussi connaître les tarifs si c'est possible, histoire de lui dire à peu près à combien ça revient.

Ah oui j'oubliais, est-ce qu'il y a des documents spécifiques à prévoir ou des papiers à remplir ? Je suis un peu perdu avec tous ces détails administratifs.

Merci d'avance pour votre aide, c'est sympa.

Cordialement,
Jean-Luc Moreau",inscription,handball,hésitant et maladroit,un entraîneur bénévole
"Bonjour,

Je vous contacte afin de vous soumettre une demande d'inscription pour mon fils, Thomas, âgé de 11 ans. Il souhaite intégrer votre club de basketball à partir de la saison prochaine et nous sommes très intéressés par vos activités.

Avant de procéder à l'inscription, j'aurais quelques questions concernant les modalités d'adhésion. Pourriez-vous me communiquer le tarif exact de la licence pour la catégorie U12, ainsi que les éventuels frais additionnels (assurance, équipement, etc.) ? Je souhaiterais également savoir quels documents je dois fournir pour finaliser son inscription.

De plus, je voudrais connaître le calendrier des entraînements pour cette catégorie d'âge et savoir si des créneaux sont disponibles actuellement. Mon fils a une petite expérience en basketball scolaire et il est très motivé pour progresser au sein d'un club structuré.

Pourriez-vous également m'indiquer la date limite d'inscription pour la nouvelle saison et le processus exact à suivre ? S'il y a des formulaires à remplir ou une visite à effectuer, je serai ravi de m'adapter à vos disponibilités.

En attente de vos précisions, je vous remercie d'avance pour votre aide.

Cordialement,
Sophie Dubois
06 45 32 18 76",inscription,basketball,formel et poli,un parent d'enfant licencié
